experiment,condition,input_size,obstacle_prob,n,time_mean,time_std,time_ci95,nodes_mean,nodes_std,nodes_ci95,path_len_mean,path_len_std,path_len_ci95,heur_evals_mean,heur_evals_std,heur_evals_ci95,tie_breaks_mean,tie_breaks_std,tie_breaks_ci95,time_improvement_pct,nodes_improvement_pct
exp2_scaling,enhanced_combo,100,0.22,30,0.0017174250333333715,8.951965329598928e-05,3.203419652083328e-05,227.66666666666666,15.953236258716812,5.708792277884233,200.6,3.1139286639449426,1.1143050615136518,409.56666666666666,19.869719351979708,7.1102877535791285,37.56666666666667,6.425613258446733,2.299376173937625,74.86005748210232,82.53420278736733
exp3_weight_sensitivity,w=1.0,40,0.22,30,0.0010046902999999812,0.0008006814344588504,0.00028652017157875496,199.16666666666666,167.99899082893398,60.11766678453897,78.13333333333334,0.507416263404925,0.18157657789441553,280.8,176.1864999329423,63.047529289554554,319.2,250.11065137461554,89.50094714505578,0.0,0.0
exp3_weight_sensitivity,w=1.2,40,0.22,30,0.0007351401999999989,0.0001900751851473207,6.80175314644102e-05,140.1,41.28985013460246,14.775383112289932,79.6,1.7733661737517437,0.6345909353058977,215.06666666666666,42.96665373674489,15.375419575124157,85.16666666666667,24.612981342671855,8.807642258038975,26.829173129270515,29.656903765690377
exp3_weight_sensitivity,w=1.4,40,0.22,30,0.0006442819333333904,0.00011579977415258616,4.1438416992151744e-05,122.6,25.23626290711922,9.03068070142193,81.8,2.893512362700986,1.0354301010946478,196.43333333333334,25.757065764205542,9.217047610343618,75.6,15.280368293088154,5.468009568725914,35.872583488324466,38.44351464435146
exp3_weight_sensitivity,w=1.6,40,0.22,30,0.0006215958333333808,0.00011885017270352692,4.252998809469621e-05,118.3,26.638253541179047,9.532376606603147,82.93333333333334,3.139661011059604,1.123513263668857,192.5,27.184871553481916,9.727981350178734,49.03333333333333,10.410483222191957,3.7253435769447525,38.13060270081313,40.60251046025105
exp3_weight_sensitivity,w=2.0,40,0.22,30,0.0005800970333332896,7.225618982366608e-05,2.5856545456054135e-05,111.53333333333333,17.270132346463587,6.180037490741717,85.93333333333334,4.6825673280380276,1.675635198367372,187.0,17.772508797733572,6.3598105950254284,71.96666666666667,13.17124174842305,4.713268327763858,42.26110938531998,43.99999999999999
exp3_weight_sensitivity,w=2.5,40,0.22,30,0.0005822750000000543,8.624329660301818e-05,3.086176733561339e-05,110.1,16.61397417630816,5.9452343050992305,86.53333333333333,4.980882994238959,1.7823860885291873,186.56666666666666,17.557164434740187,6.282750604399964,45.0,7.633862853691145,2.7317427387667013,42.04432948142675,44.71966527196653
exp4_ablation_memoization,memo,40,0.22,30,0.0006648888666666981,0.0001269107093171064,4.5414414077547345e-05,127.63333333333334,27.5662003602029,9.864438111166907,83.46666666666667,3.8572219173312057,1.3802891362380771,204.06666666666666,30.356426727764926,10.862907793579064,52.96666666666667,11.842306780566762,4.237715056987027,0.0,0.0
exp4_ablation_memoization,no_memo,40,0.22,30,0.0006149528666666626,0.00012235813006980541,4.3785294516477275e-05,127.63333333333334,27.5662003602029,9.864438111166907,83.46666666666667,3.8572219173312057,1.3802891362380771,213.43333333333334,36.98712108878956,13.235671297569986,52.96666666666667,11.842306780566762,4.237715056987027,7.510428058508603,0.0
exp5_obstacle_density,baseline_astar,60,0.1,30,0.0014024695333333171,0.00047265286950102793,0.00016913665715023556,279.9,97.42595773909184,34.863431230293806,118.0,0.0,0.0,521.1666666666666,161.93806464697914,57.948792204908486,518.1,161.92065958363682,57.94256388298099,0.0,0.0
