experiment,condition,algorithm,input_size,obstacle_prob,execution_time,nodes_expanded,path_length,heuristic_evals,heuristic_calls,tie_breaks,run_id,seed,heuristic,alpha,weight,use_memoization,use_dynamic_weight,use_tiebreaking,use_density_adaptive,density_low_threshold,density_threshold,mid_density_weight,high_density_weight,density_weight_cap,found,attempt,obstacle_density,effective_algorithm,effective_weight,shared_instance_id,unsolved
exp2_scaling,enhanced_combo,wastar,80,0.22,0.0012341250000000858,167,158,308,308,25,282,49349,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2140625,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.001307499999999795,178,158,320,320,26,283,49350,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.22390625,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.0011827909999999608,162,158,289,289,35,284,49351,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.22921875,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.0012782499999999253,170,158,318,318,31,285,49352,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.22109375,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.0012783750000000538,172,158,315,315,31,286,49353,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.21265625,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.0012260829999999334,164,158,303,303,31,287,49354,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.22015625,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.001289042000000018,173,160,314,314,37,288,49355,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.22296875,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.001332792000000138,182,160,327,327,27,289,49356,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2228125,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.0012835409999998326,174,158,317,317,23,290,49357,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,3,0.21625,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.0015384589999998255,215,158,371,371,28,291,49358,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2203125,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.0014490840000001004,199,160,359,359,29,292,49359,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.221875,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.0014160410000001455,197,164,347,347,18,293,49360,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.21875,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.0013618329999998124,191,166,334,334,29,294,49361,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2175,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.0013079999999998648,180,162,329,329,27,295,49362,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2096875,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.0013373330000001626,185,162,332,332,35,296,49363,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.218125,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.001329042000000058,187,162,333,333,33,297,49364,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2278125,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.001262040999999936,174,162,318,318,38,298,49365,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2234375,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,80,0.22,0.0013205000000000577,173,158,316,316,37,299,49366,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2265625,wastar,2.2,,
exp2_scaling,baseline_astar,astar,100,0.22,0.0045624580000001025,957,198,1499,1499,1494,300,41337,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2189,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.005628458000000114,1180,198,1846,1846,1843,301,41338,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.217,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.002376457999999859,502,198,819,819,816,302,41339,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2173,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.0035225420000000174,738,198,1183,1183,1180,303,41340,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2179,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.04761324999999994,6215,202,8957,8957,8951,304,41341,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2145,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.007029624999999928,1490,198,2307,2307,2304,305,41342,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2229,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.015449917000000202,3149,200,4752,4752,4735,306,41343,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2141,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.009574500000000041,1921,198,3009,3009,3004,307,41344,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2143,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.0035227079999999855,735,198,1185,1185,1182,308,41345,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2181,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.0032000829999998537,670,198,1082,1082,1079,309,41346,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2217,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.003342749999999839,691,198,1116,1116,1112,310,41347,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2177,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.0021424160000000914,448,198,738,738,735,311,41348,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2172,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.01940095800000008,3944,200,5928,5928,5923,312,41349,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2271,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.005258749999999868,1112,198,1730,1730,1727,313,41350,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2095,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.004722917000000049,989,198,1566,1566,1563,314,41351,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.213,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.003669291000000019,783,198,1232,1232,1229,315,41352,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2171,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.005404249999999777,1151,200,1785,1785,1781,316,41353,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2264,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.006005125000000167,1254,198,1993,1993,1989,317,41354,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2169,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.004827458999999923,1039,198,1604,1604,1600,318,41355,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2215,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.004776500000000183,999,198,1587,1587,1584,319,41356,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,3,0.2123,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.004015542000000316,829,198,1329,1329,1323,320,41357,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.22,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.00551916600000002,1179,198,1831,1831,1827,321,41358,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2111,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.004389708000000159,953,198,1498,1498,1495,322,41359,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.221,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.005508332999999865,1199,198,1831,1831,1828,323,41360,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2199,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.004097665999999833,890,198,1397,1397,1394,324,41361,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2123,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.0033372090000001187,685,198,1121,1121,1118,325,41362,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2262,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.0028529589999997107,603,198,962,962,959,326,41363,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2213,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.0037259580000004178,789,198,1248,1248,1245,327,41364,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2225,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.0031417090000003256,672,198,1048,1048,1044,328,41365,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2197,astar,1.5,,
exp2_scaling,baseline_astar,astar,100,0.22,0.0063251250000000425,1339,198,2069,2069,2066,329,41366,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2149,astar,1.5,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0016449580000004183,208,198,385,385,43,330,51337,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2155,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.001705374999999787,225,200,398,398,40,331,51338,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.213,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0016573340000003434,215,200,401,401,37,332,51339,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.23,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0018335419999999658,252,204,433,433,28,333,51340,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2169,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.001628458999999971,207,198,388,388,48,334,51341,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2194,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0016660420000000897,214,200,400,400,34,335,51342,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2212,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.001670999999999978,215,198,405,405,46,336,51343,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2164,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0017431660000002402,230,198,423,423,36,337,51344,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2173,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0017521250000003263,224,198,412,412,39,338,51345,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,3,0.2167,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0016622079999999428,212,198,394,394,54,339,51346,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2154,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0019299999999997652,250,198,452,452,44,340,51347,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,3,0.2125,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0016837080000002835,223,202,396,396,32,341,51348,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2174,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0017575839999999232,239,204,415,415,37,342,51349,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2107,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0018447079999996951,249,202,442,442,26,343,51350,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2289,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.00167304200000018,227,200,394,394,32,344,51351,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2191,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0017443749999999092,225,198,417,417,40,345,51352,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,3,0.2211,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0016514579999999945,211,198,405,405,45,346,51353,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2102,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0016107909999996117,218,200,378,378,33,347,51354,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2207,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0017136249999998299,233,200,413,413,34,348,51355,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2184,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0018560829999998418,242,206,433,433,37,349,51356,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2166,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.001671167000000029,221,200,403,403,38,350,51357,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2179,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0016353340000003769,218,200,391,391,37,351,51358,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2253,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0019051670000003185,270,208,452,452,26,352,51359,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2137,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0017339170000001403,237,208,411,411,35,353,51360,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2161,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0016520410000002705,222,198,398,398,38,354,51361,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2134,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0016591660000000452,223,202,404,404,35,355,51362,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2182,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0018019170000003193,251,206,422,422,40,356,51363,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2252,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0018021249999997657,246,200,439,439,31,357,51364,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2247,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.0015737499999999294,210,198,384,384,46,358,51365,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.213,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,100,0.22,0.001658583999999852,213,198,399,399,36,359,51366,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2261,wastar,2.2,,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0008315419999997964,158,78,248,248,275,360,51337,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.205,wastar,1.0,0,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0006029170000001471,114,78,193,193,197,361,51338,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.22625,wastar,1.0,1,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0008424169999998732,167,78,238,238,255,362,51339,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.224375,wastar,1.0,2,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.004826833000000086,993,80,1111,1111,1517,363,51340,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2,wastar,1.0,3,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0013651669999998894,273,78,357,357,430,364,51341,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2125,wastar,1.0,4,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0006368329999997258,117,78,194,194,209,365,51342,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.211875,wastar,1.0,5,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.000589542000000165,109,78,182,182,181,366,51343,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,3,0.213125,wastar,1.0,6,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0004921669999999878,90,78,157,157,156,367,51344,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.225625,wastar,1.0,7,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0011473749999999505,229,78,319,319,372,368,51345,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.219375,wastar,1.0,8,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0011792500000002981,233,78,321,321,378,369,51346,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.226875,wastar,1.0,9,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0007645840000001236,148,78,237,237,239,370,51347,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.238125,wastar,1.0,10,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0006524589999998831,123,78,205,205,212,371,51348,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.23125,wastar,1.0,11,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0006584169999999112,127,78,196,196,210,372,51349,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.220625,wastar,1.0,12,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0008042909999996795,159,78,238,238,260,373,51350,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.228125,wastar,1.0,13,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.000506458000000265,95,78,161,161,157,374,51351,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2025,wastar,1.0,14,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0009674589999999483,186,78,262,262,304,375,51352,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.21125,wastar,1.0,15,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0007639579999998425,142,78,219,219,239,376,51353,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.215,wastar,1.0,16,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0010611659999999468,214,78,304,304,329,377,51354,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2325,wastar,1.0,17,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0008601249999999894,170,78,257,257,288,378,51355,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.22625,wastar,1.0,18,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0008263749999999348,166,78,245,245,270,379,51356,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.21875,wastar,1.0,19,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0022649160000001167,482,80,565,565,697,380,51357,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.219375,wastar,1.0,20,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0006198749999999364,118,78,191,191,197,381,51358,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.22125,wastar,1.0,21,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0012541669999999172,255,78,348,348,399,382,51359,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.213125,wastar,1.0,22,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0005610840000001005,107,78,175,175,178,383,51360,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.235625,wastar,1.0,23,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.000833875000000095,167,78,247,247,270,384,51361,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.225625,wastar,1.0,24,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0007805830000000569,156,78,229,229,252,385,51362,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.225,wastar,1.0,25,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.0006475409999997517,127,78,201,201,209,386,51363,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.234375,wastar,1.0,26,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.000840333000000193,162,78,257,257,278,387,51364,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.205625,wastar,1.0,27,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.001177291999999941,242,78,338,338,369,388,51365,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.22375,wastar,1.0,28,
exp3_weight_sensitivity,w=1.0,wastar,40,0.22,0.000781707999999881,146,78,229,229,249,389,51366,manhattan,0.7,1.0,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.21625,wastar,1.0,29,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.0006681660000000811,117,80,205,205,88,390,51337,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.205,wastar,1.2,0,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.0006244590000004102,114,78,193,193,67,391,51338,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.22625,wastar,1.2,1,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.0007722910000000915,155,80,224,224,89,392,51339,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.224375,wastar,1.2,2,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.0013453339999998093,270,84,348,348,167,393,51340,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2,wastar,1.2,3,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.000851166999999986,165,82,232,232,92,394,51341,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2125,wastar,1.2,4,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.0006517079999999176,117,78,194,194,83,395,51342,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.211875,wastar,1.2,5,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.0005831249999999066,109,78,182,182,60,396,51343,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,3,0.213125,wastar,1.2,6,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.0004989580000001048,90,78,157,157,53,397,51344,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.225625,wastar,1.2,7,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.0004896659999999997,85,80,162,162,51,398,51345,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.219375,wastar,1.2,8,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.0009727079999999333,190,84,265,265,120,399,51346,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.226875,wastar,1.2,9,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.0007037090000001633,136,80,216,216,76,400,51347,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.238125,wastar,1.2,10,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.0006614159999998037,123,78,205,205,77,401,51348,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.23125,wastar,1.2,11,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.0006023750000001549,113,80,180,180,71,402,51349,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.220625,wastar,1.2,12,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.0008525409999999845,162,78,238,238,96,403,51350,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.228125,wastar,1.2,13,
exp3_weight_sensitivity,w=1.2,wastar,40,0.22,0.0005158749999996104,95,78,161,161,47,404,51351,manhattan,0.7,1.2,1,0,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2025,wastar,1.2,14,
