experiment,condition,algorithm,input_size,obstacle_prob,execution_time,nodes_expanded,path_length,heuristic_evals,heuristic_calls,tie_breaks,run_id,seed,heuristic,alpha,weight,use_memoization,use_dynamic_weight,use_tiebreaking,use_density_adaptive,density_low_threshold,density_threshold,mid_density_weight,high_density_weight,density_weight_cap,found,attempt,obstacle_density,effective_algorithm,effective_weight,shared_instance_id,unsolved
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0011679589999999962,222,80,348,348,344,0,11337,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.22625,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0007137919999999909,148,78,254,254,251,1,11338,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.21875,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0006711249999999946,145,78,242,242,237,2,11339,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.225625,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0004344579999999709,94,80,161,161,151,3,11340,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.23125,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0006723749999999473,150,78,242,242,239,4,11341,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.22625,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0005840000000000289,126,78,222,222,218,5,11342,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.210625,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0009658340000000543,212,78,353,353,349,6,11343,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.206875,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.001610916999999934,359,78,556,556,553,7,11344,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.23125,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0014741669999999152,326,78,503,503,500,8,11345,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.23125,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0017447080000000392,397,80,582,582,573,9,11346,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.234375,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0004695000000000116,99,78,181,181,178,10,11347,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.20625,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0006737919999999509,144,78,248,248,245,11,11348,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.22,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0005324589999999851,115,78,201,201,198,12,11349,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,3,0.208125,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0005460840000000022,114,78,201,201,197,13,11350,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.223125,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.000869958000000004,192,78,310,310,305,14,11351,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.220625,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.001212415999999994,262,78,428,428,425,15,11352,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.214375,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0006318339999999978,140,78,233,233,228,16,11353,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.223125,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0017449170000000125,382,78,602,602,597,17,11354,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.21125,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0006119169999999619,134,78,223,223,218,18,11355,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.225,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0006295000000000606,141,78,232,232,227,19,11356,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.228125,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0005465000000000053,121,78,199,199,196,20,11357,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.214375,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0004914999999999781,103,78,185,185,177,21,11358,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.225,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0004571250000000582,100,78,177,177,174,22,11359,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.22125,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0005227500000000163,113,78,199,199,196,23,11360,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.002101875000000031,467,78,730,730,727,24,11361,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.230625,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0006116669999999269,134,78,228,228,222,25,11362,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.225625,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0006069159999999574,132,78,223,223,218,26,11363,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.22375,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0005933340000000564,130,78,206,206,201,27,11364,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,4,0.22375,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0007549169999999661,166,80,266,266,262,28,11365,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.228125,astar,1.5,,
exp1_baseline_vs_enhanced,baseline_astar,astar,40,0.22,0.0007217500000000765,152,78,261,261,258,29,11366,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.215625,astar,1.5,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006312919999998945,79,78,148,148,19,30,21337,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.195,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006177079999999391,89,78,159,159,20,31,21338,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,3,0.201875,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0005624589999999596,81,78,147,147,21,32,21339,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2125,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006430830000000443,101,80,163,163,15,33,21340,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.224375,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0005477090000000073,82,78,141,141,17,34,21341,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.22125,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006024580000000279,89,78,158,158,16,35,21342,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.226875,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006035410000000407,87,80,157,157,17,36,21343,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.218125,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0005764579999999464,81,78,146,146,18,37,21344,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.21875,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006863329999999834,105,78,168,168,15,38,21345,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.238125,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0005808330000000028,84,78,149,149,17,39,21346,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.21,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.000577624999999915,81,78,150,150,20,40,21347,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.22,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006229170000000561,95,78,162,162,10,41,21348,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.219375,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006081249999999594,86,78,163,163,18,42,21349,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.21625,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006451659999999748,97,78,167,167,12,43,21350,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.215,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006525000000000558,91,78,168,168,11,44,21351,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.22125,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0005638340000000408,83,78,148,148,15,45,21352,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,4,0.23375,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006075840000000499,88,78,162,162,15,46,21353,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.215625,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.000840083000000047,136,82,216,216,13,47,21354,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.233125,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006058329999999446,87,78,161,161,21,48,21355,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.235,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0005744170000000492,80,78,148,148,17,49,21356,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.245625,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0005747499999999572,81,78,151,151,13,50,21357,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.216875,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0005936659999999927,90,80,153,153,23,51,21358,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.213125,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0005842919999999863,86,78,151,151,21,52,21359,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.22625,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006320410000000276,95,78,167,167,14,53,21360,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.224375,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.000577542000000042,86,78,151,151,15,54,21361,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.235625,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006216660000000207,90,80,165,165,8,55,21362,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.198125,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006004580000000814,90,78,154,154,15,56,21363,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.23,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0005513329999999872,81,78,145,145,17,57,21364,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.220625,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006117079999999886,89,78,161,161,18,58,21365,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.208125,wastar,2.2,,
exp1_baseline_vs_enhanced,enhanced_combo,wastar,40,0.22,0.0006054580000000032,89,80,159,159,16,59,21366,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.20875,wastar,2.2,,
exp2_scaling,baseline_astar,astar,20,0.22,0.000192000000000081,44,38,70,70,64,60,33337,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.255,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00021183400000002184,47,38,81,81,77,61,33338,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.21,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00029354100000000827,62,38,111,111,108,62,33339,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.22,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.0003972909999999663,89,38,144,144,141,63,33340,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.1925,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.0001930829999999828,41,38,71,71,67,64,33341,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2375,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00023966699999999896,54,38,92,92,89,65,33342,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2125,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00030970800000007515,70,38,114,114,111,66,33343,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.175,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.0002547500000000813,58,38,89,89,85,67,33344,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.0002656250000000471,60,38,100,100,97,68,33345,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.225,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.0002890420000000171,67,38,108,108,105,69,33346,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2175,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00032245899999994165,74,38,118,118,115,70,33347,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2175,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00016791599999999018,39,38,64,64,58,71,33348,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,4,0.2425,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.0001794999999999991,40,38,67,67,64,72,33349,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.23,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00024770799999995763,56,38,93,93,88,73,33350,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2225,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00033083400000000207,73,38,120,120,117,74,33351,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2175,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.0002582500000000154,56,38,92,92,87,75,33352,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2525,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.0002169999999999117,47,38,80,80,77,76,33353,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.24,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00033133399999996094,74,38,124,124,121,77,33354,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2075,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00025437499999991786,55,38,98,98,95,78,33355,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.1925,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.0002151249999999827,47,38,82,82,78,79,33356,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2075,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00022662500000003583,50,38,88,88,85,80,33357,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.225,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00020100000000000673,45,38,81,81,78,81,33358,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2175,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.0002570419999999851,56,38,98,98,93,82,33359,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.21,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.0005114159999999313,117,38,183,183,180,83,33360,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2275,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.000193208999999972,43,38,67,67,61,84,33361,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2575,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.0002911250000000587,62,38,111,111,104,85,33362,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.1975,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00023891700000000515,52,38,91,91,88,86,33363,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.22,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00026916600000004287,61,38,97,97,94,87,33364,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.1975,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.00018204099999996615,40,38,68,68,65,88,33365,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2275,astar,1.5,,
exp2_scaling,baseline_astar,astar,20,0.22,0.0002210830000000108,51,38,84,84,80,89,33366,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2225,astar,1.5,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.00031049999999999134,49,42,81,81,9,90,43337,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2075,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002825829999999474,46,38,73,73,4,91,43338,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2525,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.00026533399999995044,41,38,70,70,8,92,43339,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2125,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.00026533399999995044,41,38,69,69,10,93,43340,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2375,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002734580000000042,43,38,71,71,8,94,43341,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2125,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0003246670000000007,49,38,87,87,9,95,43342,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.19,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002986249999999968,47,40,81,81,1,96,43343,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,3,0.2425,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002775000000000416,42,38,68,68,8,97,43344,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2325,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0004125830000000219,70,46,102,102,5,98,43345,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.265,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.00036083399999997656,61,42,88,88,3,99,43346,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.225,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.00028008400000001377,42,38,77,77,10,100,43347,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.17,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002950000000000452,45,38,78,78,13,101,43348,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.225,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002635420000000055,41,38,70,70,7,102,43349,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2525,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002927080000000304,45,40,79,79,4,103,43350,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.225,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0003397910000000337,52,40,90,90,8,104,43351,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.26,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.00032050000000005685,51,38,83,83,7,105,43352,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2625,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002686250000000223,40,38,73,73,11,106,43353,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2125,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.00025912499999991567,40,38,70,70,6,107,43354,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.23,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002938329999999656,46,38,78,78,9,108,43355,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.205,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002607500000000318,39,38,70,70,12,109,43356,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.185,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002963339999999537,46,38,78,78,11,110,43357,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.205,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002851249999999972,46,38,75,75,6,111,43358,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2225,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002707920000000197,40,38,74,74,10,112,43359,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2575,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.00027404200000002987,44,40,72,72,6,113,43360,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.235,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002587920000000077,40,38,70,70,5,114,43361,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.000263416999999988,42,38,71,71,7,115,43362,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0002747079999999569,42,38,73,73,9,116,43363,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.215,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.00028162499999995205,43,38,76,76,7,117,43364,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.255,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.00029008299999999654,44,40,79,79,6,118,43365,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.215,wastar,2.2,,
exp2_scaling,enhanced_combo,wastar,20,0.22,0.0004331250000000342,73,44,106,106,6,119,43366,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2325,wastar,2.2,,
exp2_scaling,baseline_astar,astar,40,0.22,0.0006799579999999805,144,78,245,245,242,120,35337,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,2,0.2175,astar,1.5,,
exp2_scaling,baseline_astar,astar,40,0.22,0.0009572909999999712,207,78,334,334,331,121,35338,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,1,0.2375,astar,1.5,,
